42.519	13.649	-2.306	1.769	3.115	1.660	4.304	0.000	0.838
30.171	-1.022	-1.810	2.593	4.377	1.714	-0.412	0.000	0.644
19.254	-19.488	-0.753	2.068	4.770	2.058	2.934	0.000	0.486
29.718	4.626	-1.870	2.513	4.627	1.732	2.703	0.000	0.486
32.048	8.153	-2.412	1.667	3.063	1.530	4.430	0.000	0.218
30.497	3.578	-1.892	4.276	5.991	4.479	5.376	0.000	0.097
7.082	-11.225	-1.041	2.101	2.219	1.151	5.032	0.000	0.076
66.680	25.058	-3.123	1.033	1.438	1.042	4.074	0.000	0.063
31.752	6.287	-2.263	2.463	3.341	3.373	-1.312	0.000	0.061
30.131	4.923	-1.844	2.589	4.223	1.729	4.876	0.000	0.060
31.547	7.170	-2.318	1.893	2.231	1.850	-1.394	0.000	0.058
19.488	-18.294	-1.019	2.417	4.337	2.183	4.324	0.000	0.057
41.671	12.972	-2.240	1.123	1.687	1.720	-0.960	0.000	0.054
52.554	33.587	-4.814	1.956	5.911	3.960	2.486	0.000	0.053
31.202	8.166	-2.388	1.607	2.116	1.662	-1.357	0.000	0.053
31.266	7.622	-2.333	1.719	1.806	1.730	-1.453	0.000	0.053
